World Port Index Number,Region Name,Main Port Name,Alternate Port Name,UN/LOCODE,Country Code,World Water Body,IHO S-130 Sea Area,Sailing Direction or Publication,Standard Nautical Chart,IHO S-57 Electronic Navigational Chart,IHO S-101 Electronic Navigational Chart,Digital Nautical Chart,Tidal Range (m),Entrance Width (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Oil Terminal Depth (m),Liquified Natural Gas Terminal Depth (m),Maximum Vessel Length (m),Maximum Vessel Beam (m),Maximum Vessel Draft (m),Offshore Maximum Vessel Length (m),Offshore Maximum Vessel Beam (m),Offshore Maximum Vessel Draft (m),Harbor Size,Harbor Type,Harbor Use,Shelter Afforded,Entrance Restriction - Tide,Entrance Restriction - Heavy Swell,Entrance Restriction - Ice,Entrance Restriction - Other,Overhead Limits,Underkeel Clearance Management System,Good Holding Ground,Turning Area,Port Security,Estimated Time of Arrival Message,Quarantine - Pratique,Quarantine - Sanitation,Quarantine - Other,Traffic Separation Scheme,Vessel Traffic Service,First Port of Entry,US Representative,Pilotage - Compulsory,Pilotage - Available,Pilotage - Local Assistance,Pilotage - Advisable,Tugs - Salvage,Tugs - Assistance,Communications - Telephone,Communications - Telefax,Communications - Radio,Communications - Radiotelephone,Communications - Airport,Communications - Rail,Search and Rescue,NAVAREA,Facilities - Wharves,Facilities - Anchorage,Facilities - Dangerous Cargo Anchorage,Facilities - Med Mooring,Facilities - Beach Mooring,Facilities - Ice Mooring,Facilities - Ro-Ro,Facilities - Solid Bulk,Facilities - Liquid Bulk,Facilities - Container,Facilities - Breakbulk,Facilities - Oil Terminal,Facilities - LNG Terminal,Facilities - Other,Medical Facilities,Garbage Disposal,Chemical Holding Tank Disposal,Degaussing,Dirty Ballast Disposal,Cranes - Fixed,Cranes - Mobile,Cranes - Floating,Cranes - Container,Lifts - 100+ Tons,Lifts - 50-100 Tons,Lifts - 25-49 Tons,Lifts - 0-24 Tons,Services - Longshoremen,Services - Electricity,Services - Steam,Services - Navigation Equipment,Services - Electrical Repair,Services - Ice Breaking,Services - Diving,Supplies - Provisions,Supplies - Potable Water,Supplies - Fuel Oil,Supplies - Diesel Oil,Supplies - Aviation Fuel,Supplies - Deck,Supplies - Engine,Repairs,Dry Dock,Railway,Latitude,Longitude
46454,Gabon -- 46410,M'bya Oil Terminal, ,GA MBY,Gabon,South Atlantic Ocean, ,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,57220, , ,"coa01h, gen01b",1,0,23.2,23.2,0,23.2,0,0,0,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,No,No,No,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,II,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,Unknown,No,No,None,Unknown,Unknown,-3.883333,10.933333
19530,Alaska -- 19080,Funter, ,US FNR,United States,Alaska-Canada coastal waters; North Pacific Ocean, ,U.S. Coast Pilot 8 - Alaska: Dixon Entrance to Cape Spencer - Cape Spencer,17316, , ,"a2619580, coa26d, gen26c, h2619530",4,0,23.2,23.2,21.6,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,No,No,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,XII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,No,No,No,Unknown,Unknown,No,Yes,No,No,Unknown,No,No,Unknown,Unknown,Unknown,58.25,-134.9
38670,Islas Baleares -- 38600,Puerto De Alcudia,El Puerto,ES ALD,Spain,Balearic Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean, , , ,"a0838660, coa08i, gen08a, h0838670",0,0,6.4,12.5,6.4,6.4,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),Unknown,Fair,No,No,No,Yes,No,Unknown,Yes,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,III,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,39.833333,3.133333
43900,Ukraine -- 43620,Kerch,Kyerch,UA KEH,Ukraine,Black Sea; North Atlantic Ocean, ,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),55200, , ,"a1043900, coa10a, gen10b, h1043900",0,0,7.9,7.9,4.9,0,0,0,0,0,0,0,0,Small,Open Roadstead,Unknown,Good,No,Yes,Yes,Yes,Unknown,Unknown,No,No,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,III,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Limited,Small,Small,45.35,36.483333
45375,Tunisia -- 45360,Gabes,Ghannouche; Rhennouch,TN GAE,Tunisia,Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,52164, , ,"a0845390, coa08m, gen08a, h0845375",2,0,12.5,6.4,9.4,9.4,0,0,0,0,0,0,0,Small,Coastal (Breakwater),Unknown,Good,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,III,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Moderate,Unknown,Medium,33.9,10.116667
23140,Norway -- 20620,Vaksdal, ,NO VAK,Norway,North Sea; North Atlantic Ocean, ,Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway,43300, , ,"coa21f, gen21a",0,0,23.2,6.4,0,0,0,0,0,0,0,0,0,Small,River (Natural),Unknown,Good,No,No,No,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,I,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,60.483333,5.733333
60860,Sakhalin -- 60840,Okha, ,RU OKA,Russia,Sea of Okhotsk; North Pacific Ocean, ,Sailing Directions Pub. 155 (Enroute) - East Coast of Russia, , , ,"coa24c, gen24a",3,0,6.4,21.6,0,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,XIII,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,53.55,143
51100,Jawa -- 50920,Tuban, ,ID TBN,Indonesia,Java Sea; South Pacific Ocean, ,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,72028, , ,"coa04d, gen04c",4,0,1.8,7.9,1.8,23.2,0,0,0,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,XI,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,None,Unknown,Unknown,-6.733333,112.15
51860,Indonesia - Borneo -- 51760,Kota Baru, ,ID KBU,Indonesia,Makassar Strait; South Pacific Ocean, ,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,72080, , ,"a0451860, coa04c, gen04c",4,0,18.6,15.5,4.9,14,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Good,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,XI,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,-3.233333,116.216667
41610,Serbia and Montenegro -- 41560,Kotor, ,ME KOT,Montenegro,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,54090, , ,"a0941320, coa09c, gen09",1,0,15.5,14,4.9,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,No,No,No,Yes,No,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,III,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Limited,Medium,Unknown,42.416667,18.766667
31250,Belgium -- 31240,Antwerpen,Antwerp; Anvers,BE ANR,Belgium,North Sea; North Atlantic Ocean, ,Sailing Directions Pub. 192 (Enroute) - North Sea,37247, , ,"gen21a, h2131250",4,0,11,20.1,11,6.4,0,0,0,0,0,0,0,Large,River (Tide Gates),Unknown,Good,No,No,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,I,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Large,Unknown,51.216667,4.4
32380,Scotland East Coast -- 31870,Wick, ,GB WIC,United Kingdom,North Sea; North Atlantic Ocean, ,Sailing Directions Pub. 141 (Enroute) - Scotland,35055, , ,"coa20f, gen20b",2.1,0,4,12,1.8,1.8,0,89,0,5,0,0,0,Small,Coastal (Breakwater),Unknown,Fair,Yes,Yes,No,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,I,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,No,Unknown,No,No,No,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Limited,None,Unknown,58.433333,-3.083333
51254,Lesser Sunda Islands -- 51250,Tanjung Benete, ,ID BEN,Indonesia,Indian Ocean, ,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,72211, , ,"coa04d, gen04c",0,0,11,11,11,11,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Poor,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,XI,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,None,Unknown,Unknown,-8.9,116.75
60390,South Korea -- 60315,Busan,Busan; Fusan,KR PUS,South Korea,Korea Strait; North Pacific Ocean, ,Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China,95151, , ,"a2360390, coa23f, gen23a, h2360390",1,0,12.5,12.5,15.5,6.4,0,0,0,15,0,0,0,Large,Coastal (Breakwater),Unknown,Excellent,No,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,XI,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Moderate,Large,Medium,35.1,129.033333
35015,Wales -- 34710,Newport, ,GB NPT,United Kingdom,Bristol Channel; North Atlantic Ocean, ,Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,36042, , ,"a2035070, gen20b, h2035015",29,0,9.4,17.1,6.4,0,0,0,0,0,0,0,0,Medium,River (Tide Gates),Unknown,Excellent,Yes,No,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,No,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,I,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Medium,Unknown,51.55,-2.983333
16770,United States W Coast -- 16000,Coos Bay, ,US COB,United States,North Pacific Ocean, ,U.S. Coast Pilot 10 - Oregon Washington Hawaii and Pacific Islands,18587, , ,"coa13b, gen13a, h1316770",1.8,0,7.9,7.9,7.9,7.9,0,0,0,0,0,0,0,Small,Coastal (Natural),Unknown,Excellent,No,Yes,No,Yes,Yes,Unknown,Yes,Yes,Unknown,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,XII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Limited,Small,Medium,43.366667,-124.216667
50060,Indonesia -- 50020,Pulau Sambu, ,ID PSS,Indonesia,Strait of Malacca; Indian Ocean, ,Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,71239, , ,"a0350000, coa03f, gen03c, h0350060",2,0,15.5,15.5,0,11,0,0,0,0,0,0,0,Small,Coastal (Natural),Unknown,Fair,Yes,Yes,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,No,Yes,No,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,XI,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None,Unknown,Unknown,1.166667,103.9
52065,Sulawesi -- 51970,Bitung, ,ID BIT,Indonesia,Molucca Sea; North Pacific Ocean, ,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara, , , ,"coa11j, gen11b, h1152065",4,0,7.9,23.2,9.4,7.9,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Excellent,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,XI,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Limited,Unknown,Small,1.433333,125.183333
47000,Tanzania -- 46965,Kilwa Kivinje, ,TZ KIK,Tanzania,Indian Ocean, ,Sailing Directions Pub. 171 (Enroute) - East Africa and the South Indian Ocean,61190, , ,"coa02c, gen02b",1,0,9.4,7.9,7.9,0,0,0,0,0,0,0,0,Very Small,Open Roadstead,Unknown,Fair,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,VIII,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-8.733333,39.416667
56540,Northern Mariana Is -- 56515,Rota, ,MP ROP,Northern Mariana Islands,North Pacific Ocean, ,U.S. Coast Pilot 10 - Oregon Washington Hawaii and Pacific Islands,81063, , ,"a1256540, coa12f, gen12d",1,0,23.2,23.2,1.8,0,0,0,0,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,No,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,XI,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Limited,Unknown,Small,14.133333,145.15
12260,Venezuela -- 11950,Carupano, ,VE CUP,Venezuela,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,24430, , ,"coa14d, gen14a",2,0,7.9,7.9,21.6,0,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),Unknown,Fair,No,Yes,No,Yes,No,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,IV,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,10.7,-63.25
62520,Nansei Shoto -- 62470,Ishigaki, ,JP ISG,Japan,East China Sea; North Pacific Ocean, ,Sailing Directions Pub. 158 (Enroute) - Japan - Volume I,97483, , ,"a2362520, coa23c, gen23a, h2362520",1,0,7.9,21.6,9.4,0,0,0,0,0,0,0,0,Very Small,Open Roadstead,Unknown,Fair,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,XI,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Emergency Only,Unknown,Unknown,24.333333,124.166667
59380,Philippine Islands -- 57960,Hinatuan, ,PH HNT,Philippines,Bohol Sea; Philippine inland seas; North Pacific Ocean, ,Sailing Directions Pub. 162 (Enroute) - Philippine Islands, , , ,"a1159385, coa11h, gen11b",4,0,1.8,6.4,1.8,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,XI,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,8.366667,126.333333
8050,United States E Coast -- 6585,Wilmington, ,US ILG,United States,North Atlantic Ocean, ,U.S. Coast Pilot 3 - Atlantic Coast: Sandy Hook NJ to Cape Henry VA,12311, , ,a1708130,1.8,0,6.4,6.4,12.5,11,0,0,0,0,0,0,0,Medium,River (Natural),Unknown,Good,No,No,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,No,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Unknown,Medium,39.733333,-75.55
8025,United States E Coast -- 6585,Salem Nj, ,US SEM,United States,North Atlantic Ocean, ,U.S. Coast Pilot 3 - Atlantic Coast: Sandy Hook NJ to Cape Henry VA,12311, , ,"a1708130, gen17a, h1708165",1.8,0,18.6,9.4,18.6,18.6,0,0,0,0,0,0,0,Very Small,River (Natural),Unknown,Excellent,No,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Unknown,Small,39.666667,-75.483333
