,mmsi
4137,574004540
4138,574980000
4139,413930000
4140,538003818
4141,210188000
4142,352001121
4143,538006473
4144,248914000
4145,441668000
4146,477196800
4147,374364000
4148,413060000
4149,538008466
4150,353854000
4151,477095300
4152,414564000
4153,636016447
4154,636021033
4155,538004100
4156,477548100
4157,477035500
4158,525119020
4159,636092308
4160,538009793
4161,538005844
4162,538005169
4163,574912000
4164,229338000
4165,372313000
4166,636017509
4167,563073500
4168,518100776
4169,477133700
4170,357840000
4171,305404000
4172,538009545
4173,565696000
4174,212350000
4175,636017382
4176,311032100
4177,477832100
4178,565963000
4179,567582000
4180,477947700
4181,538003231
4182,636020960
4183,636015296
4184,209191000
4185,351496000
4186,538004338
4187,405000266
4188,563112400
4189,304080796
4190,372053000
4191,355428000
4192,477722600
4193,538007308
4194,574962000
4195,353248000
4196,525015551
4197,370220000
4198,371473000
4199,538007528
4200,538005507
4201,374854000
4202,477443000
4203,538007741
4204,566056000
4205,564319000
4206,357847000
4207,538003004
4208,538008624
4209,563124300
4210,636015980
4211,477220700
4212,219974000
4213,413455660
4214,304081024
4215,354820000
4216,574001100
4217,477726500
4218,538005019
4219,354985000
4220,477855900
4221,636016179
4222,538006870
4223,441788000
4224,636019563
4225,377152000
4226,477778000
4227,352212000
4228,431012601
4229,246227000
4230,212353000
4231,353884000
4232,215593000
4233,477389500
4234,636019897
4235,574292000
4236,636016429
4237,256334000
4238,304984000
4239,565999000
4240,373598000
4241,567097000
4242,636021488
4243,372868000
4244,574000810
4245,232003534
4246,255806493
4247,353838000
4248,352978277
4249,506104000
4250,477168200
4251,371999000
4252,538005694
4253,259933000
4254,636019983
4255,477274700
4256,477852500
4257,416034000
4258,477133800
4259,477768700
4260,636019401
4261,533132085
4262,357650000
4263,538009711
4264,636015035
4265,372800000
4266,574144134
4267,413297720
4268,357769000
4269,567072800
4270,538008278
4271,636015598
4272,374815000
4273,355825000
4274,370434000
4275,371974000
4276,355191000
4277,352327000
4278,477345400
4279,538008865
4280,357907000
4281,477240600
4282,563706000
4283,370320000
4284,566923000
4285,352980873
4286,538007082
4287,371647000
4288,371443000
4289,405000097
4290,574473000
4291,210473000
4292,538008970
4293,477518600
4294,477181700
4295,273450990
4296,477654600
4297,574003380
4298,477698700
4299,312269000
4300,564794000
4301,255805781
4302,414329000
4303,636018289
4304,538007948
4305,538008629
4306,518100433
4307,353058000
4308,477690700
4309,538008994
4310,636020177
4311,574000320
4312,355706000
4313,414572000
4314,525025057
4315,477244100
4316,353910000
4317,477534200
4318,414349000
4319,353421000
4320,370341000
4321,412302820
4322,564497000
4323,311000629
4324,249284000
4325,370485000
4326,355398000
4327,219363000
4328,538009498
4329,352597000
4330,273337250
4331,477493300
4332,636014568
4333,477139500
4334,636092940
4335,355741000
4336,440294000
4337,422040500
4338,357051000
4339,563009500
4340,506127000
4341,374674000
4342,563110400
4343,574001220
4344,414753000
4345,312321000
4346,352657000
4347,565887000
4348,538007728
4349,563066700
4350,219544000
4351,372188000
4352,374936000
4353,563095600
4354,538008625
4355,236723000
4356,314479000
4357,477769800
4358,538009273
4359,636018482
4360,431151000
4361,574437000
4362,352919000
4363,352377000
4364,257108000
4365,538008283
4366,215538000
4367,636020500
4368,565485000
4369,256317000
4370,374407000
4371,538009079
4372,477334100
4373,563006900
4374,405000216
4375,636020397
4376,636020732
4377,538008568
4378,563094400
4379,357979000
4380,538008769
4381,416044000
4382,311000119
4383,563051300
4384,636019861
4385,248550000
4386,636091384
4387,525014065
4388,477035100
4389,477904300
4390,636014358
4391,577168000
4392,636017690
4393,477131800
4394,564622000
4395,416258000
4396,563049100
4397,477257900
4398,636012795
4399,255806097
4400,355701000
4401,441688000
4402,256106000
4403,355872000
4404,636018846
4405,538006471
4406,352036000
4407,355823000
4408,304010376
4409,413443420
4410,249476000
4411,477325900
4412,235067987
4413,574413000
4414,354945000
4415,352861000
4416,351008000
4417,305590000
4418,353691000
4419,567461000
4420,352147000
4421,566510000
4422,370622000
4423,371466000
4424,413860000
4425,538003908
4426,477318100
4427,374716000
4428,477387300
4429,211828850
4430,351469000
4431,477112800
4432,574814000
4433,567002370
4434,563137700
4435,373649000
4436,533004410
4437,355824000
4438,269041000
4439,477706300
4440,373277000
4441,563133100
4442,506003600
4443,351526000
4444,477040800
4445,636021449
4446,538004243
4447,636017713
4448,356300000
4449,305757000
4450,305245000
4451,355960000
4452,255806057
4453,412120000
4454,311060500
4455,477615400
4456,477027400
4457,574000570
4458,574003040
4459,574002980
4460,209538000
4461,215737000
4462,636016353
4463,422035900
4464,372177000
4465,574001710
4466,311000877
4467,431552000
4468,636020720
4469,636021104
4470,477833800
4471,257902000
4472,413376000
4473,248473000
4474,538009496
4475,636017780
4476,371038000
4477,538005164
4478,636018101
4479,241640000
4480,636018382
4481,256936000
4482,259545000
4483,351480000
4484,353157000
4485,312908000
4486,248140000
4487,405000090
4488,636017703
4489,477902500
4490,538003311
4491,538008997
4492,574001340
4493,273298160
4494,352001175
4495,352001953
4496,311001206
4497,413686000
4498,353015000
4499,564880000
4500,366230000
4501,377277000
4502,538004337
4503,563131800
4504,636092765
4505,538007312
4506,457193000
4507,636015567
4508,373788000
4509,636015390
4510,636019407
4511,372005000
4512,477162100
4513,671814000
4514,538002733
4515,311000878
4516,356553000
4517,511100724
4518,477535500
4519,374837000
4520,373069000
4521,538008750
4522,636019615
4523,477065500
4524,371117000
4525,636012807
4526,564559000
4527,370417000
4528,636019581
4529,564724000
4530,241073000
4531,636091835
4532,477016900
4533,353089000
4534,538007550
4535,574000960
4536,564800000
4537,357405000
4538,563000900
4539,538007760
4540,636017197
4541,371387000
4542,636092811
4543,538003015
4544,477585400
4545,548845000
4546,229937000
4547,538007782
4548,477694900
4549,538008753
4550,414154000
4551,354776000
4552,563479000
4553,636018035
4554,636016708
4555,538009547
4556,371662000
4557,354825000
4558,636019168
4559,636019144
4560,538008252
4561,563042300
4562,357461000
4563,352254000
4564,248256000
4565,356675000
4566,356559000
4567,353814000
4568,371741000
4569,477642100
4570,351783000
4571,353464000
4572,373119000
4573,351862000
4574,538005725
4575,373735000
4576,565304000
4577,351621000
4578,636017239
4579,636016242
4580,355540000
4581,525020411
4582,352270000
4583,477548600
4584,355283000
4585,357929000
4586,538004065
4587,636017534
4588,372064000
4589,538009527
4590,477754300
4591,352001601
4592,255806450
4593,620909000
4594,312945000
4595,636019839
4596,311047600
4597,355640000
4598,533130813
4599,538007457
4600,441502000
4601,574005000
4602,311024800
4603,259303000
4604,477982500
4605,477237700
4606,376568000
4607,353800000
4608,636018669
4609,244790607
4610,636013086
4611,351450000
4612,373060000
4613,431654000
4614,440493000
4615,563043700
4616,538004331
4617,538008155
4618,311054500
4619,563498000
4620,563004500
4621,405000249
4622,636020953
4623,538007298
4624,538002747
4625,538005430
4626,256944000
4627,351943000
4628,477866600
4629,636091788
4630,477172900
4631,563015400
4632,636092883
4633,372976000
4634,538009161
4635,538003670
4636,538006084
4637,419000601
4638,405000082
4639,477982400
4640,219030432
4641,309046000
4642,477884200
4643,477188100
4644,311055800
4645,636015549
4646,525119187
4647,311035600
4648,431003000
4649,477333200
4650,355401000
4651,566969000
4652,374840000
4653,477147500
4654,636018135
4655,373337000
4656,548945000
4657,525019407
4658,636092247
4659,538004894
4660,235050802
4661,477743200
4662,538006389
4663,636092680
4664,311000909
4665,538007806
4666,319156500
4667,477866800
4668,563124400
4669,574005410
4670,525500108
4671,636019068
4672,373320000
4673,563916000
4674,351019000
4675,373063000
4676,305529000
4677,538007200
4678,372041000
4679,564498000
4680,636017430
4681,538007950
4682,477581400
4683,416035000
4684,373603000
4685,574386000
4686,564731000
4687,377259000
4688,372903000
4689,215560000
4690,373140000
4691,477410400
4692,244170000
4693,538008002
4694,477594100
4695,249254000
4696,441758000
4697,441980000
4698,574002820
4699,412898000
4700,311000566
4701,352094000
4702,241118000
4703,538008025
4704,548979000
4705,248826000
4706,538005453
4707,477056400
4708,636016580
4709,538008592
4710,371815000
4711,352867000
4712,574002760
4713,636019698
4714,477444300
4715,457184000
4716,636019982
4717,506012400
4718,636019898
4719,636019868
4720,352986165
4721,352029885
4722,538009915
4723,538004289
4724,414142000
4725,352830000
4726,209335000
4727,371617000
4728,357457000
4729,413068000
4730,416487000
4731,538007527
4732,636092849
4733,352027000
4734,352059000
4735,477434700
4736,538005790
4737,416040000
4738,353986000
4739,422037300
4740,371800000
4741,566816000
4742,440030000
4743,667001977
4744,636019624
4745,219038000
4746,636017393
4747,636018554
4748,477493200
4749,248089000
4750,405000130
4751,210047000
4752,538006860
4753,567049000
4754,563812000
4755,636014672
4756,567317000
4757,351977000
4758,636014699
4759,636017989
4760,567521000
4761,574012697
4762,305630000
4763,229334000
4764,574000110
4765,538008935
4766,636016988
4767,219696000
4768,218844000
4769,371791000
4770,256724000
4771,414075000
4772,574946000
4773,356562000
4774,538004676
4775,636014366
4776,351962000
4777,477191700
4778,355133000
4779,371160000
4780,636019640
4781,432870000
4782,563087600
4783,273217820
4784,566356000
4785,311000503
4786,325111400
4787,256687000
4788,563062700
4789,538009636
4790,563123600
4791,352898762
4792,356585000
4793,538009384
4794,356302000
4795,636021805
4796,352001248
4797,636021913
4798,370618000
4799,636016483
4800,565196000
4801,353802000
4802,636018221
4803,374579000
4804,636017764
4805,538002823
4806,232018037
4807,566387000
4808,574349000
4809,636019700
4810,352686000
4811,636019636
4812,308234000
4813,372427000
4814,355449000
4815,354837000
4816,538003815
4817,354467000
4818,241311000
4819,312406000
4820,370700000
4821,305853000
4822,566082000
4823,525100079
4824,356875000
4825,413151000
4826,636017309
4827,259005000
4828,353379000
4829,412606000
4830,636019932
4831,563886000
4832,405000217
4833,477098900
4834,248030000
4835,477477500
4836,414297000
4837,538004612
4838,563023500
4839,725012700
4840,371590000
4841,636020435
4842,538009219
4843,636021100
4844,304341000
4845,414561000
4846,563144200
4847,636093055
4848,255806114
4849,357400000
4850,305034000
4851,563394000
4852,538008207
4853,463043101
4854,566469000
4855,620080000
4856,413076000
4857,636018912
4858,538003949
4859,636016304
4860,352975000
4861,477829600
4862,353778000
4863,525125009
4864,538007507
4865,574000430
4866,248966000
4867,636016918
4868,566093000
4869,538003298
4870,305679000
4871,574987000
4872,414742000
4873,412523920
4874,353399000
4875,538003402
4876,356993000
4877,574624000
4878,355599000
4879,525120018
4880,219027758
4881,319192200
4882,563033200
4883,636090971
4884,304251000
4885,572882210
4886,574098000
4887,305536000
4888,255805589
4889,538004355
4890,370857000
4891,305901000
4892,457279000
4893,477631800
4894,538006275
4895,372028000
4896,563004400
4897,538007908
4898,232024772
4899,538008636
4900,412346000
4901,416436000
4902,477732800
4903,563146700
4904,574005480
4905,574372000
4906,352001450
4907,441421000
4908,636021830
4909,477147800
4910,477592500
4911,636014219
4912,373292000
4913,356564000
4914,356185000
4915,219258000
4916,636020244
4917,538007450
4918,636020270
4919,356060000
4920,477137700
4921,229608000
4922,305361000
4923,564391000
4924,305776000
4925,477174900
4926,371853000
4927,565648000
4928,229190000
4929,574002070
4930,372681000
4931,567000019
4932,567071900
4933,636021426
4934,353200000
4935,477770700
4936,248665000
4937,538009118
4938,353872000
4939,355149000
4940,370258000
4941,373946000
4942,538007650
4943,373223000
4944,440088000
4945,636017399
4946,477528800
4947,352868000
4948,538007311
4949,370691000
4950,636018079
4951,371243000
4952,636015743
4953,477746600
4954,244010871
4955,477614500
4956,477661400
4957,355142000
4958,220008000
4959,538006458
4960,305755000
4961,636014630
4962,538003320
4963,304330000
4964,636019238
4965,477883400
4966,563005100
4967,538003560
4968,636018264
4969,412523710
4970,574318000
4971,351867000
4972,574634000
4973,567012100
4974,248779000
4975,574947000
4976,574538000
4977,352001340
4978,477833700
4979,636018268
4980,636017982
4981,356344000
4982,477151900
4983,351838000
4984,311000442
4985,538009104
4986,477728400
4987,636018590
4988,351577000
4989,477434500
4990,314263000
4991,357465000
4992,440491000
4993,305561000
4994,636016294
4995,636018769
4996,538002206
4997,229550000
4998,548921000
4999,636092675
5000,563382000
5001,215219000
5002,636014799
5003,636017175
5004,215164000
5005,212954000
5006,636018643
5007,352001743
5008,212276000
5009,352911000
5010,212724000
5011,636019431
5012,538006982
5013,440199000
5014,414436000
5015,413228080
5016,244790608
5017,255805785
5018,538008907
5019,249414000
5020,218063000
5021,563068300
5022,477795900
5023,257807000
5024,314522000
5025,538008123
5026,210930000
5027,565289000
5028,477630800
5029,440052000
5030,574002910
5031,636018698
5032,477524900
5033,636017218
5034,356558000
5035,352065000
5036,477114900
5037,477712200
5038,374643000
5039,215842000
5040,636019247
5041,422036900
5042,352978144
5043,305343000
5044,431004885
5045,373843000
5046,671992000
5047,355920000
5048,212283000
5049,256461000
5050,210622000
5051,304580000
5052,371274000
5053,636018270
5054,441131000
5055,311000260
5056,211362460
5057,412478000
5058,538007518
5059,372364000
5060,477077500
5061,355462000
5062,572941210
5063,636021396
5064,209083000
5065,431840000
5066,373394000
5067,563094000
5068,372707000
5069,636019157
5070,311000663
5071,538007193
5072,477752400
5073,636020211
5074,477153400
5075,374860000
5076,563061900
5077,419000289
5078,372043000
5079,373605000
5080,636018887
5081,215143000
5082,538005744
5083,414094000
5084,621819054
5085,636092993
5086,477157500
5087,370749000
5088,563098900
5089,356806000
5090,636016926
5091,636092911
5092,414712000
5093,229131000
5094,477027500
5095,311000923
5096,574002790
5097,636092813
5098,373732000
5099,355883000
5100,355292000
5101,574087000
5102,538006605
5103,636016498
5104,441838000
5105,416429000
5106,636017537
5107,548956000
5108,311049600
5109,370166000
5110,538008184
5111,636016502
5112,422036700
5113,477147400
5114,374632000
5115,636017413
5116,431772000
5117,563032700
5118,215346000
5119,566409000
5120,412119000
5121,413310040
5122,311000358
5123,564394000
5124,372575000
5125,636019139
5126,538007637
5127,370135000
5128,351702000
5129,636013118
5130,538007737
5131,525125034
5132,538008208
5133,373807000
5134,636020867
5135,311000362
5136,563064600
5137,477685600
5138,636018564
5139,312700000
5140,477769600
5141,538007387
5142,548837000
5143,506105000
5144,477045400
5145,548999000
5146,352690000
5147,574993000
5148,371711000
5149,354437000
5150,370968000
5151,352335000
5152,374539000
5153,636019504
5154,538008733
5155,477219700
5156,269021000
5157,574460000
5158,374424000
5159,538006013
5160,305164000
5161,352980867
5162,305160000
5163,538009601
5164,477732700
5165,370109000
5166,210655000
5167,636019894
5168,636019187
5169,372275000
5170,311043100
5171,567002520
5172,440585000
5173,245118000
5174,477754200
5175,351854000
5176,477898700
5177,477392500
5178,566953000
5179,215390000
5180,538007510
5181,565324000
5182,563122300
5183,477861200
5184,574014638
5185,538008296
5186,538002349
5187,538004647
5188,525300013
5189,373553000
5190,636017404
5191,636014242
5192,374703000
5193,354314000
5194,372381000
5195,477993500
5196,413138000
5197,477057400
5198,477415100
5199,636017488
5200,373505000
5201,351568000
5202,209753000
5203,538002750
5204,314617000
5205,352980770
5206,636013470
5207,567483000
5208,255806283
5209,255806120
5210,574002780
5211,477001200
5212,255805551
5213,477524700
5214,247009600
5215,477172300
5216,305977000
5217,370293000
5218,215158000
5219,636092689
5220,356799000
5221,354908000
5222,354428000
5223,636019623
5224,567304000
5225,210115000
5226,357478000
5227,538009626
