Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Aug 2021)","FOB (BAHT)(Aug 2021)","Quantity (Jan - Aug 2021)","FOB (BAHT)(Jan - Aug 2021)"
2564,8,2,AU,10062090,600,KGM,"Husked rice (cargo rice) parboiled (as sample) (KGM)",1777500,24029076,13219624,196494443
2564,8,2,AE,10062090,601,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample) (KGM)",21016,1010992,317607,14160298
2564,8,2,AE,10062090,604,KGM,"Husked rice, n.e.s. (as sample) (KGM)",259150,8961442,4144700,87306313
2564,8,2,DE,10062090,605,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample)  (Organic) (KGM)",56680,3026712,287480,15978126
2564,8,2,AE,10062090,606,KGM,"Husked Black, Dark purple,  and Purple  rice (cargo rice) Prime quality (KGM)",8420,617878,388828,22870628
2564,8,2,AU,10062090,607,KGM,"Husked Black, Dark purple,  and Purple  rice (cargo rice) Superb quality (KGM)",108080,6983983,1008393,52447669
2564,8,2,AE,10062090,608,KGM,"Husked Black, Dark purple,  and Purple  rice (cargo rice) Prime quality  (Organic) (KGM)",12400,830777,187778,12934772
2564,8,2,AU,10062090,609,KGM,"Husked Black, Dark purple,  and Purple  rice (cargo rice) Superb quality (Organic) (KGM)",5340,487959,102798,7408163
2564,8,2,AU,10062090,610,KGM,"Husked Black, Dark purple,  and Purple  rice (cargo rice) (as sample) (KGM)",0,0,9000,528742
2564,8,2,NL,10062090,611,KGM,"Husked Black, Dark purple,  and Purple rice (cargo rice) (as sample) (Organic) (KGM)",0,0,44000,2233589
2564,8,2,AE,10062090,612,KGM,"Husked Red rice (cargo rice) Prime quality (KGM)",92400,4006343,1057667,45606770
2564,8,2,AU,10062090,613,KGM,"Husked Red rice (cargo rice) Superb quality (KGM)",264704,11383723,1935201,85927507
2564,8,2,AE,10062090,614,KGM,"Husked Red rice (cargo rice) Prime quality  (Organic) (KGM)",2560,223795,270821,16347369
2564,8,2,CH,10062090,615,KGM,"Husked Red rice (cargo rice) Superb quality (Organic) (KGM)",1370,102533,99802,6088277
2564,8,2,SG,10062090,617,KGM,"Husked Red rice (cargo rice) (as sample) (Organic) (KGM)",0,0,3000,187422
2564,8,2,AE,10062090,618,KGM,"Husked Black, Dark purple,  and Purple Glutinous rice (cargo rice) Best quality (KGM)",119007,6878487,781566,45567575
2564,8,2,AE,10062090,619,KGM,"Husked Black, Dark purple,  and Purple  Glutinous rice (cargo rice) Standard  quality (KGM)",48570,2898285,573410,32948000
2564,8,2,AU,10062090,622,KGM,"Husked Black, Dark purple,  and Purple Glutinous rice (cargo rice)  (as sample) (KGM)",0,0,13500,903769
2564,8,2,CA,10062090,630,KGM,"Special mixed colour rice (cargo rice) (as sample) (KGM)",4024,206272,90414,4403052
2564,8,2,CA,10062090,631,KGM,"Special mixed colour rice (cargo rice) (as sample) (organic) (KGM)",3600,260407,16464,1113010
2564,8,2,AU,10062090,632,KGM,"Husked colour rice, n.e.s. (as sample) (KGM)",0,0,22000,1910508
2564,8,2,GB,10062090,633,KGM,"Husked colour rice, n.e.s. (as sample) (organic) (KGM)",2400,210951,25472,2735494
2564,8,2,SG,10063030,001,KGM,"Glutinous rice 100 %  (as sample) (KGM)",0,0,170,6712
2564,8,2,AE,10063030,003,KGM,"Glutinous rice 10 % (KGM)",7455052,152355750,77721084,1762212440
2564,8,2,VN,10063030,004,KGM,"Glutinous rice 15 %  (KGM)",0,0,23170,556259
2564,8,2,VN,10063030,005,KGM,"Glutinous rice 20 %  (KGM)",0,0,287560,4714055
2564,8,2,LA,10063030,006,KGM,"Glutinous rice 25 % (KGM)",259390,4821081,1669310,38755252
2564,8,2,BE,10063030,601,KGM,"Glutinous rice semi-milled or wholly milled, n.e.s (as sample) (KGM)",125000,2482250,131320,2811143
2564,8,2,CA,10063030,602,KGM,"Glutinous rice semi-milled or wholly milled, n.e.s (as sample) (Organic) (KGM)",0,0,10502,435025
2564,8,2,AE,10063040,001,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 %  (KGM)",77270010,2210321145,615279552,17648553820
2564,8,2,CA,10063040,004,KGM,"White non-glutinous rice of Thai Hom Mali rice 5 % (KGM)",0,0,742579,18845180
2564,8,2,HK,10063040,005,KGM,"White non-glutinous rice of Thai Hom Mali rice 10 % (KGM)",259200,9383081,346120,11490824
2564,8,2,GB,10063040,006,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (KGM)",2960,67452,162250,4229828
2564,8,2,AT,10063040,500,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 % (Organic) (KGM)",582429,30068614,9679072,450558356
2564,8,2,HK,10063040,515,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (Organic) (KGM)",0,0,2700,237083
2564,8,2,AE,10063091,001,KGM,"Parboiled rice 100% Sortexed (KGM)",114146426,1573210376,691308043,10186127026
2564,8,2,AU,10063091,002,KGM,"Parboiled rice 100%  (KGM)",436990,7387955,4465613,74822520
2564,8,2,AE,10063091,003,KGM,"Parboiled rice 5% Sortexed (KGM)",41151558,533505540,113887492,1581563192
2564,8,2,AU,10063091,004,KGM,"Parboiled rice 5%  (KGM)",3653400,55242539,4514385,72499899
2564,8,2,ZA,10063091,007,KGM,"Parboiled rice 15% (KGM)",759000,9389254,759000,9389254
2564,8,2,BJ,10063091,600,KGM,"Parboiled rice (as sample) (KGM)",0,0,1499050,19399320
2564,8,2,AE,10063099,001,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (KGM)",23507194,548074077,179161202,4195621127
2564,8,2,CA,10063099,003,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 % (KGM)",411000,9002274,4702392,109533567
2564,8,2,AU,10063099,005,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 10 % (KGM)",60030,936464,1442330,34624849
2564,8,2,AU,10063099,007,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 % (KGM)",202560,4685809,2676176,59435596
2564,8,2,CM,10063099,009,KGM,"Other white non-glutinous rice 100 % Grade A (KGM)",0,0,1758409,28401215
2564,8,2,AM,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",26759312,410564478,385446961,6038007254
2564,8,2,FR,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",6180,361126,26180,740547
2564,8,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",185452708,2557871505,544421807,7940171156
2564,8,2,AE,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",0,0,6121000,92480147
2564,8,2,HK,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",730237,13645858,6725161,125208541
2564,8,2,AE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",22093,667743,1682470,34564463
2564,8,2,GA,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",1818552,25667936,2707104,38582987
2564,8,2,ZA,10063099,022,KGM,"White non-glutinous rice 45 % (KGM)",200000,2474112,1200000,16130298
2564,8,2,NZ,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",303000,5360661,5580000,102535703
2564,8,2,CA,10063099,090,KGM,"Other (KGM)",2241,542504,26023,5888627
2564,8,2,AE,10063099,502,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",0,0,10495,541986
2564,8,2,AU,10063099,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",775350,18565608,5688577,134413597
2564,8,2,AU,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",6145666,91041290,102707678,1589502891
2564,8,2,AU,10063099,602,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (Organic) (KGM)",0,0,40000,2046257
2564,8,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",38320,1676098,292258,12306572
2564,8,2,CH,10063099,604,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (Organic) (KGM)",0,0,380,27546
2564,8,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",0,0,18,174
2564,8,2,GB,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",0,0,60000,1229175
2564,8,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",686338,14380284,19136603,332415054
2564,8,2,GB,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",103850,1513768,786843,11747758
2564,8,2,AE,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",41899851,561403825,135527226,1850748750
2564,8,2,CA,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",10414485,122286804,61312893,770681236
2564,8,2,DE,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",1287650,21026336,1495506,25039034
2564,8,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",7808854,101486784,86003756,1126284955
2564,8,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",14157080,201948363,69393660,1192550411
2564,8,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",128000,3047585,584000,14216475
2564,8,2,FR,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",1177000,20217295,15524500,211830723
2564,8,2,CN,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",1962000,27519934,11728700,180199879
