Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Jul 2019)","FOB (BAHT)(Jul 2019)","Quantity (Jan - Jul 2019)","FOB (BAHT)(Jan - Jul 2019)"
2562,7,2,AO,10063099,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",588796,18924340,3012857,94459180
2562,7,2,AO,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",65388390,822616846,501027674,6265031933
2562,7,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",82450,3855943,336884,16141266
2562,7,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",0,0,5,35
2562,7,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",680354,16414895,7950435,182038150
2562,7,2,GB,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",159740,2777699,1229709,18384334
2562,7,2,AT,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",18855828,298454686,191827571,2846829607
2562,7,2,AU,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",3741800,37228988,104604644,1162094948
2562,7,2,CI,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",3000,51147,4933162,99927364
2562,7,2,AU,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",12422185,184745063,95818014,1367222057
2562,7,2,NZ,10064090,018,KGM,"Broken rice parboiled A1 (KGM)",0,0,46000,682064
2562,7,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",6207020,118543916,62968320,1199632277
2562,7,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",0,0,200000,4925260
2562,7,2,CM,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",1730000,24351904,18950075,254977780
2562,7,2,BE,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",2585750,37413904,28969242,410168803
2562,7,2,DE,10064090,608,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample) (Organic) (KGM)",0,0,6,474
2562,7,2,NL,10064090,609,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (Organic) (KGM)",0,0,1060,32906
